TU_id	start	end	Direction	TU_genes	pathway_id	pathway_names
TU185E-5930	1658980	1662284	+	G185E-5656 ; G185E-5655 ; G185E-5654 ; G185E-5653	PWY-6947 ; PWY-6944 ; VALDEG-PWY ; PWY0-1337 ; FAO-PWY	L-valine degradation I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;;superpathway of cholesterol degradation II (cholesterol dehydrogenase);-
TU185E-6892	3768222	3768593	-	G185E-7628		-
TU185E-7260	3803919	3804791	-	G185E-7665	PWY-5994 ; PWY-5989 ; PWY-6113 ; PWY-5971 ; PWYG-321 ; FASYN-ELONG-PWY	fatty acid elongation -- saturated;mycolate biosynthesis;superpathway of mycolate biosynthesis;stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);palmitate biosynthesis (type I fatty acid synthase)
TU185E-7524	1579598	1580422	-	G185E-5586		-
TU185E-6143	2137519	2138079	-	G185E-6083		-
TU185E-5547	832534	832848	+	G185E-4886		-
TU185E-6511	2915846	2916193	-	G185E-6830		-
TU185E-5914	1601059	1604759	-	G185E-5611 ; G185E-5610 ; G185E-5609	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;-
TU185E-6876	3710433	3711694	+	G185E-7602 ; G185E-7601		-
TU185E-7244	3945794	3950263	+	G185E-7791		-
TU185E-7508	1676017	1676883	-	G185E-5670		-
TU185E-6127	2109165	2109470	+	G185E-6056		-
TU185E-5531	806335	808698	+	G185E-4855		-
TU185E-6495	2870775	2876485	-	G185E-6795 ; G185E-6794 ; G185E-6793 ; G185E-6792 ; G185E-6791	TRNA-CHARGING-PWY;PWY-6629 ; PWY-6630 ; ARO-PWY ; PWY-6163	tRNA charging;superpathway of L-tryptophan biosynthesis;superpathway of L-tyrosine biosynthesis;chorismate biosynthesis from 3-dehydroquinate;chorismate biosynthesis I;-
TU185E-5899	1565093	1566697	+	G185E-5574 ; G185E-5573		-
TU185E-6860	3669586	3671794	-	G185E-7564 ; G185E-7563 ; G185E-7562		-
TU185E-7228	4067957	4069054	-	G185E-7908		-
TU185E-7492	1843741	1846659	+	G185E-5827		-
TU185E-6111	2073943	2074437	+	G185E-6024		-
TU185E-5515	779543	780416	-	G185E-4823 ; G185E-4822		-
TU185E-6479	2834109	2835335	-	G185E-6755	PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)
TU185E-5883	1526612	1530091	+	G185E-5538		-
TU185E-6844	3629752	3631988	-	G185E-7526 ; G185E-7525 ; G185E-7524 ; G185E-7523	P221-PWY	octane oxidation;-
TU185E-7212	4200421	4201326	+	G185E-8045	PWY-6630 ; TYRSYN	L-tyrosine biosynthesis I;superpathway of L-tyrosine biosynthesis
TU185E-7476	2010656	2011960	+	G185E-5973		-
TU185E-6095	2048072	2049597	+	G185E-6002 ; G185E-6001		-
TU185E-5499	736298	740187	-	G185E-4788 ; G185E-4787 ; G185E-4786 ; G185E-4785	PWY-6113 ; PWYG-321; PWYG-321 ; PWY0-541	mycolate biosynthesis;superpathway of mycolate biosynthesis;mycolate biosynthesis;superpathway of mycolate biosynthesis;cyclopropane fatty acid (CFA) biosynthesis
TU185E-6463	2792723	2793988	-	G185E-6720		-
TU185E-5867	1480894	1484217	-	G185E-5498 ; G185E-5497		-
TU185E-6828	3601016	3602440	-	G185E-7499		-
TU185E-7196	4314738	4315562	-	G185E-8138	PWY0-381-1 ; PWY-6952-1	glycerol and glycerophosphodiester degradation;glycerophosphodiester degradation
TU185E-7460	2176550	2176930	-	G185E-6121		-
TU185E-6079	2025301	2026398	+	G185E-5982		-
TU185E-5483	714202	715266	+	G185E-4759		-
TU185E-6447	2759779	2760687	+	G185E-6690		-
TU185E-5851	1446193	1446265	-	G185E-5465	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-6812	3568401	3568679	-	G185E-7466		-
TU185E-7180	4384147	4386308	-	G185E-8198 ; G185E-8197		-
TU185E-7444	2280240	2281082	-	G185E-6236		-
TU185E-6063	1984979	1986670	-	G185E-5949		-
TU185E-5467	695668	696903	-	G185E-4732		-
TU185E-6431	2725571	2726087	-	G185E-6658	-	-
TU185E-5835	1413960	1415840	-	G185E-5438		-
TU185E-6796	3540882	3541364	-	G185E-7437		-
TU185E-7164	4348827	4350602	+	G185E-8169		-
TU185E-7428	2386293	2387171	+	G185E-6331		-
TU185E-6047	1959243	1959791	-	G185E-5926		-
TU185E-5451	653879	654739	+	G185E-4696		-
TU185E-6415	2692551	2692715	+	G185E-6624		-
TU185E-5819	1376976	1381865	+	G185E-5409 ; G185E-5408 ; G185E-5407 ; G185E-5406 ; G185E-5405		-
TU185E-6780	3490476	3491651	-	G185E-7389		-
TU185E-7148	4312765	4313980	+	G185E-8136 ; G185E-8135		-
TU185E-6031	1915527	1921446	+	G185E-5887 ; G185E-5886 ; G185E-5885 ; G185E-5884 ; G185E-5883 ; G185E-5882 ; G185E-5881	NADPHOS-DEPHOS-PWY-1 ; NADPHOS-DEPHOS-PWY	-;NAD phosphorylation and transhydrogenation;NAD phosphorylation and dephosphorylation
TU185E-5435	624473	625480	-	G185E-4666	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-6399	2647060	2649974	-	G185E-6594 ; G185E-6593 ; G185E-6592		-
TU185E-5803	1346321	1348624	-	G185E-5374 ; G185E-5373		-
TU185E-6764	3458211	3460807	+	G185E-7353 ; G185E-7352		-
TU185E-7132	4254380	4264365	-	G185E-8098 ; G185E-8097 ; G185E-8096 ; G185E-8095	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-6015	1865576	1874051	+	G185E-5849 ; G185E-5848 ; G185E-5847 ; G185E-5846 ; G185E-5845 ; G185E-5844 ; G185E-5843 ; G185E-5842	ARGSYN-PWY ; GLUTORN-PWY ; ARGSYNBSUB-PWY;ARGDEGRAD-PWY ; ARGSYN-PWY ; ARGSYNBSUB-PWY ; CITRULLINE-DEG-PWY;ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle);L-arginine biosynthesis I (via L-ornithine);L-ornithine biosynthesis I;L-arginine degradation V (arginine deiminase pathway);L-citrulline degradation;L-arginine biosynthesis II (acetyl cycle);L-arginine biosynthesis I (via L-ornithine);L-arginine biosynthesis II (acetyl cycle);L-arginine biosynthesis I (via L-ornithine);L-arginine biosynthesis II (acetyl cycle);-
TU185E-5419	591475	591576	+	G185E-4632		-
TU185E-6383	2619597	2620016	+	G185E-6567		-
TU185E-5787	1305669	1306001	-	G185E-5343		-
TU185E-6748	3417799	3418662	-	G185E-7318		-
TU185E-7116	4214615	4214887	+	G185E-8060		-
TU185E-5999	1819963	1823273	-	G185E-5809 ; G185E-5808		-
TU185E-5403	565797	566396	+	G185E-4603		-
TU185E-6367	2585052	2588804	-	G185E-6539 ; G185E-6538 ; G185E-6537		-
TU185E-5771	1265087	1266985	-	G185E-5306 ; G185E-5305 ; G185E-5304		-
TU185E-6732	3385163	3386919	-	G185E-7287 ; G185E-7286		-
TU185E-7100	4190284	4190517	-	G185E-8029		-
TU185E-5983	1782758	1783228	-	G185E-5766		-
TU185E-5387	545375	545821	-	G185E-4580		-
TU185E-6351	2570059	2572002	-	G185E-6517		-
TU185E-5755	1231301	1231990	+	G185E-5269		-
TU185E-6716	3348547	3350993	-	G185E-7250 ; G185E-7249 ; G185E-7248 ; G185E-7247	TRNA-CHARGING-PWY ; PWY-5921 ; PWY0-1479;P381-PWY ; TRNA-CHARGING-PWY ; PWY-5188;PWY-5188 	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;tRNA charging;adenosylcobalamin biosynthesis II (aerobic);tetrapyrrole biosynthesis I (from glutamate);tRNA charging;-
TU185E-7084	4166821	4168281	-	G185E-8010 ; G185E-8009		-
TU185E-5249	196861	209672	+	G185E-4296 ; G185E-4295 ; G185E-4294 ; G185E-4293 ; G185E-4292 ; G185E-4291 ; G185E-4290 ; G185E-4289 ; G185E-4288 ; G185E-4287 ; G185E-4286 ; G185E-4285		-
TU185E-5371	510377	510652	-	G185E-4549		-
TU185E-7716	75301	76212	+	G185E-4183		-
TU185E-6335	2545332	2545631	+	G185E-6488		-
TU185E-5739	1210595	1211383	+	G185E-5248	PWY-6404 ; PWY-6383	;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis
TU185E-6700	3315236	3316456	+	G185E-7217		-
TU185E-7068	4132518	4134592	+	G185E-7977 ; G185E-7976		-
TU185E-5233	165323	166849	+	G185E-4256 ; G185E-4255		-
TU185E-5355	466672	467406	-	G185E-4511		-
TU185E-7700	167711	168637	+	G185E-4259		-
TU185E-6319	2516787	2517695	+	G185E-6458	PWY-4381	fatty acid biosynthesis initiation I
TU185E-5723	1185741	1186823	-	G185E-5225		-
TU185E-6687	3242198	3243281	+	G185E-7182 ; G185E-7181	PWY-7742 ; PWY-7741	-;phenolphthiocerol biosynthesis;phthiocerol biosynthesis
TU185E-7052	4101265	4107084	-	G185E-7949 ; G185E-7948 ; G185E-7947 ; G185E-7946 ; G185E-7945		-
TU185E-5217	131382	132872	+	G185E-4226		-
TU185E-5339	436860	438297	+	G185E-4483 ; G185E-4482		-
TU185E-7684	258913	259926	+	G185E-4336		-
TU185E-6303	2477190	2479885	+	G185E-6423 ; G185E-6422		-
TU185E-5707	1161297	1162472	-	G185E-5199		-
TU185E-6671	3208576	3211745	-	G185E-7152 ; G185E-7151		-
TU185E-7036	4079925	4080765	-	G185E-7921 ; G185E-7920		-
TU185E-5201	85183	85572	-	G185E-4191		-
TU185E-7404	2549124	2550029	-	G185E-6495	PWY0-381-1 ; PWY-6952-1	glycerol and glycerophosphodiester degradation;glycerophosphodiester degradation
TU185E-5323	387148	387816	+	G185E-4443	PWY-7942	5-oxo-L-proline metabolism
TU185E-7668	382879	383541	-	G185E-4437		-
TU185E-6287	2445415	2446946	-	G185E-6394 ; G185E-6393		-
TU185E-5691	1129152	1130105	+	G185E-5168		-
TU185E-6655	3174747	3175372	+	G185E-7115 ; G185E-7114		-
TU185E-7020	4054142	4054696	-	G185E-7893		-
TU185E-5185	52831	53244	+	G185E-4163		-
TU185E-7388	2703269	2703838	+	G185E-6635		-
TU185E-5307	358945	361155	-	G185E-4419 ; G185E-4418	PWY-7746	mycobacterial sulfolipid biosynthesis;-
TU185E-7652	489887	490705	-	G185E-4531		-
TU185E-6271	2409697	2421665	-	G185E-6367 ; G185E-6366 ; G185E-6365 ; G185E-6364 ; G185E-6363 ; G185E-6362 ; G185E-6361 ; G185E-6360 ; G185E-6359	PWY-6385 ; PWY-6387;PWY-6385	-;;UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)
TU185E-5675	1099066	1101005	+	G185E-5141 ; G185E-5140		-
TU185E-6639	3133709	3135483	-	G185E-7077 ; G185E-7076		-
TU185E-7004	4025830	4026378	+	G185E-7862		-
TU185E-5169	27595	29607	+	G185E-4139 ; G185E-4138 ; G185E-4137		-
TU185E-7372	2852875	2854266	+	G185E-6767		-
TU185E-5291	302866	305809	+	G185E-4375 ; G185E-4374		-
TU185E-7636	678389	679075	-	G185E-4717		-
TU185E-6255	2379806	2380944	-	G185E-6328 ; G185E-6327	HISTSYN-PWY	L-histidine biosynthesis
TU185E-5659	1065127	1067445	+	G185E-5110 ; G185E-5109		-
TU185E-6623	3097706	3102162	-	G185E-7041 ; G185E-7040 ; G185E-7039 ; G185E-7038	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation;-
TU185E-6988	3986844	3987299	+	G185E-7824		-
TU185E-1743	3736984	3738438	-	G185E-7620	-	-
TU185E-7356	3011916	3012623	+	G185E-6943		-
TU185E-5275	274306	275963	-	G185E-4350 ; G185E-4349	PWY-5490 ; PARATHION-DEGRADATION-PWY	paraoxon degradation;parathion degradation;-
TU185E-7620	872672	873292	-	G185E-4927		-
TU185E-6239	2349334	2352054	-	G185E-6298		-
TU185E-5643	1025497	1026816	-	G185E-5075		-
TU185E-6236	2343994	2344224	+	G185E-6293		-
TU185E-5640	1022087	1023868	+	G185E-5071		-
TU185E-6604	3068189	3070083	-	G185E-7005 ; G185E-7004		-
TU185E-6969	3921087	3922256	-	G185E-7780 ; G185E-7779		-
TU185E-7337	3137271	3138020	+	G185E-7082	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-5256	219486	219917	+	G185E-4307		-
TU185E-7601	949436	951118	-	G185E-5007	PWY-5486	pyruvate fermentation to ethanol II
TU185E-6220	2310913	2313049	-	G185E-6257 ; G185E-6256		-
TU185E-5624	988740	989861	-	G185E-5043	GLYOXYLATE-BYPASS ; PWY-6969	;glyoxylate cycle
TU185E-6588	3036131	3037291	-	G185E-6972	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6953	3881837	3883442	+	G185E-7742 ; G185E-7741	PWY-6404 ; DTDPRHAMSYN-PWY	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;dTDP-L-rhamnose biosynthesis
TU185E-7321	3347982	3348473	+	G185E-7246		-
TU185E-7585	1090373	1093144	+	G185E-5133		-
TU185E-6204	2258030	2258671	+	G185E-6212 ; G185E-6211		-
TU185E-5608	951183	952711	+	G185E-5009 ; G185E-5008		-
TU185E-6572	3012829	3013608	-	G185E-6944		-
TU185E-6937	3856911	3858239	+	G185E-7715 ; G185E-7714		-
TU185E-7305	3446040	3447278	+	G185E-7343		-
TU185E-7569	1228683	1229384	+	G185E-5265		-
TU185E-6188	2232739	2233637	-	G185E-6190 ; G185E-6189		-
TU185E-5592	920741	921133	-	G185E-4977		-
TU185E-6556	2982699	2982980	+	G185E-6913		-
TU185E-5959	1728953	1729450	-	G185E-5716		-
TU185E-6921	3825330	3826958	+	G185E-7685 ; G185E-7684 ; G185E-7683		-
TU185E-7289	3556855	3557064	+	G185E-7456		-
TU185E-7553	1284992	1286287	+	G185E-5327	PWY-7885	phosphatidylinositol mannoside biosynthesis
TU185E-6172	2202138	2203129	+	G185E-6155 ; G185E-6154		-
TU185E-5576	893318	894978	+	G185E-4950 ; G185E-4949		-
TU185E-6540	2965026	2965358	-	G185E-6883		-
TU185E-5943	1690407	1690805	+	G185E-5685		-
TU185E-6905	3790156	3790809	+	G185E-7652		-
TU185E-7273	3659878	3660696	+	G185E-7551		-
TU185E-7537	1394179	1395918	+	G185E-5421		-
TU185E-6156	2157382	2157987	-	G185E-6108		-
TU185E-5560	854267	855826	-	G185E-4909 ; G185E-4908		-
TU185E-6524	2936810	2943267	-	G185E-6857 ; G185E-6856 ; G185E-6855 ; G185E-6854 ; G185E-6853 ; G185E-6852	PWY-6580;PWY-7885;TRNA-CHARGING-PWY	phosphatidylinositol mannoside biosynthesis;-;tRNA charging
TU185E-5927	1653673	1655502	-	G185E-5650	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6889	3754293	3755033	-	G185E-7625		-
TU185E-7257	3811719	3812345	+	G185E-7672		-
TU185E-7521	1598893	1599654	-	G185E-5607		-
TU185E-6140	2128022	2130513	+	G185E-6074 ; G185E-6073	GLNSYN-PWY	L-glutamine biosynthesis I;-
TU185E-5544	830062	830610	+	G185E-4883		-
TU185E-6508	2904821	2906763	-	G185E-6823 ; G185E-6822	TRNA-CHARGING-PWY	tRNA charging;-
TU185E-5911	1590397	1593325	+	G185E-5601 ; G185E-5600 ; G185E-5599 ; G185E-5598	RIBOSYN2-PWY	-;flavin biosynthesis I (bacteria and plants)
TU185E-6873	3704102	3707563	+	G185E-7594 ; G185E-7593 ; G185E-7592 ; G185E-7591		-
TU185E-7241	3955550	3956260	+	G185E-7796		-
TU185E-7505	1698095	1699894	-	G185E-5695		-
TU185E-6124	2103184	2104823	-	G185E-6051 ; G185E-6050		-
TU185E-5528	799629	799850	+	G185E-4843		-
TU185E-6492	2868154	2869237	+	G185E-6787 ; G185E-6786 ; G185E-6785		-
TU185E-5896	1561464	1563388	+	G185E-5570 ; G185E-5569		-
TU185E-6857	3662062	3666249	+	G185E-7558 ; G185E-7557 ; G185E-7556 ; G185E-7555 ; G185E-7554	PWY-6113 ; PWYG-321;PWY0-1264 ; PWY-4381 ; PROPIONMET-PWY ; PWY-6113 ; PWY-5966-1;PWY-5350	mycolate biosynthesis;superpathway of mycolate biosynthesis;superpathway of mycolate biosynthesis;fatty acid biosynthesis initiation (type I);fatty acid biosynthesis initiation I;propanoyl CoA degradation I;biotin-carboxyl carrier protein assembly;-;thiosulfate disproportionation IV (rhodanese)
TU185E-7225	4082807	4084456	+	G185E-7925		-
TU185E-7489	1914962	1915190	-	G185E-5880		-
TU185E-6108	2064799	2068883	+	G185E-6016 ; G185E-6015	VALSYN-PWY ; BRANCHED-CHAIN-AA-SYN-PWY ; PWY-3001 ; ILEUSYN-PWY	L-valine biosynthesis;superpathway of branched chain amino acid biosynthesis;superpathway of L-isoleucine biosynthesis I;L-isoleucine biosynthesis I (from threonine);-
TU185E-5512	769792	771424	+	G185E-4814 ; G185E-4813		-
TU185E-6476	2827854	2827926	+	G185E-6748	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-5880	1518763	1519134	+	G185E-5532		-
TU185E-6841	3626663	3627349	-	G185E-7520		-
TU185E-7209	4212293	4212982	+	G185E-8057		-
TU185E-7473	2023447	2024628	-	G185E-5980		-
TU185E-6092	2044923	2046842	-	G185E-5998		-
TU185E-5496	733737	734970	+	G185E-4782 ; G185E-4781		-
TU185E-6460	2784123	2784608	-	G185E-6713		-
TU185E-5864	1476899	1477013	+	G185E-5493		-
TU185E-6825	3598051	3599551	-	G185E-7495 ; G185E-7494 ; G185E-7493		-
TU185E-7193	4326004	4327473	-	G185E-8152	PWY-7895	ethionamide activation
TU185E-7457	2179673	2180446	+	G185E-6124		-
TU185E-6076	2012686	2014479	-	G185E-5975		-
TU185E-5480	709356	710587	+	G185E-4752 ; G185E-4751		-
TU185E-6444	2751662	2752180	-	G185E-6682		-
TU185E-5848	1441348	1442718	+	G185E-5460		-
TU185E-6809	3560194	3563172	-	G185E-7460		-
TU185E-7177	4375762	4375995	-	G185E-8191		-
TU185E-7441	2307293	2307517	-	G185E-6253		-
TU185E-6060	1979621	1981003	+	G185E-5946		-
TU185E-5464	677710	678329	+	G185E-4716 ; G185E-4715		-
TU185E-6428	2720776	2721777	-	G185E-6654		-
TU185E-5832	1409484	1410372	-	G185E-5433 ; G185E-5432		-
TU185E-6793	3536102	3538362	+	G185E-7434 ; G185E-7433		-
TU185E-7161	4338849	4340027	+	G185E-8161		-
TU185E-7425	2401987	2402072	+	G185E-6348	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-6044	1950632	1951751	-	G185E-5918 ; G185E-5917		-
TU185E-5448	648536	650393	+	G185E-4691 ; G185E-4690	PWY-5844	menaquinol-9 biosynthesis;-
TU185E-6412	2690072	2692075	+	G185E-6621		-
TU185E-5816	1371777	1374197	-	G185E-5401 ; G185E-5400		-
TU185E-6777	3486509	3487711	+	G185E-7385		-
TU185E-7145	4305056	4305685	-	G185E-8126		-
TU185E-6028	1910776	1912081	-	G185E-5876 ; G185E-5875		-
TU185E-5432	620907	622124	+	G185E-4662		-
TU185E-6396	2642150	2644258	-	G185E-6588 ; G185E-6587 ; G185E-6586	PWY-6404 ; PWY-6383	-;;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis
TU185E-5800	1339349	1340524	+	G185E-5365		-
TU185E-6761	3441770	3442597	-	G185E-7341		-
TU185E-7129	4249878	4251005	+	G185E-8092		-
TU185E-6012	1855764	1856696	+	G185E-5836		-
TU185E-5416	581489	584690	-	G185E-4623 ; G185E-4622 ; G185E-4621		-
TU185E-6380	2613107	2614063	-	G185E-6563		-
TU185E-5784	1298764	1300124	-	G185E-5338 ; G185E-5337		-
TU185E-6745	3414232	3414958	-	G185E-7314 ; G185E-7313		-
TU185E-7113	4209582	4211009	-	G185E-8055		-
TU185E-5996	1815253	1816081	+	G185E-5804 ; G185E-5803		-
TU185E-5400	561854	563427	-	G185E-4600 ; G185E-4599 ; G185E-4598		-
TU185E-6364	2583435	2583779	+	G185E-6534		-
TU185E-5768	1254555	1259055	+	G185E-5298 ; G185E-5297 ; G185E-5296	PWY0-42	2-methylcitrate cycle I;-
TU185E-6729	3379376	3380993	-	G185E-7282 ; G185E-7281 ; G185E-7280		-
TU185E-7097	4186089	4186577	+	G185E-8025		-
TU185E-5980	1779314	1779724	+	G185E-5761		-
TU185E-5384	542142	542852	+	G185E-4577		-
TU185E-6348	2566772	2567410	+	G185E-6513		-
TU185E-5752	1225263	1228684	-	G185E-5264 ; G185E-5263 ; G185E-5262	PWY-6969;GLYCOLYSIS ; GLUCONEO-PWY	glycolysis I (from glucose 6-phosphate);gluconeogenesis I;-
TU185E-6713	3342165	3343118	+	G185E-7240	PWY-8061	8-oxo-(d)GTP detoxification II
TU185E-7081	4159889	4160913	-	G185E-8003 ; G185E-8002		-
TU185E-5246	193117	193572	+	G185E-4281		-
TU185E-5368	505086	506582	+	G185E-4544		-
TU185E-7713	122317	123831	+	G185E-4221		-
TU185E-6332	2540104	2541390	+	G185E-6483		-
TU185E-5736	1205304	1205798	-	G185E-5242		-
TU185E-6697	3308668	3310297	+	G185E-7211 ; G185E-7210	PWY-7743 ; PWY-7745	
TU185E-7065	4129323	4129691	-	G185E-7972		-
TU185E-5230	159700	160782	-	G185E-4249		-
TU185E-5352	459456	462002	-	G185E-4508		-
TU185E-7697	186785	187429	+	G185E-4276		-
TU185E-6316	2510715	2512280	-	G185E-6455 ; G185E-6454 ; G185E-6453		-
TU185E-5720	1180684	1182315	+	G185E-5220		-
TU185E-6684	3238601	3239470	-	G185E-7177		-
TU185E-7049	4099386	4099478	-	G185E-7942		-
TU185E-5214	117714	119699	+	G185E-4219		-
TU185E-5336	424269	424694	-	G185E-4478		-
TU185E-7681	273055	274278	+	G185E-4348		-
TU185E-6300	2473400	2474938	+	G185E-6419		-
TU185E-5704	1158918	1159307	-	G185E-5194		-
TU185E-6668	3196864	3199982	-	G185E-7142 ; G185E-7141 ; G185E-7140		-
TU185E-7033	4076484	4077730	+	G185E-7917 ; G185E-7916		-
TU185E-5198	79486	80193	+	G185E-4186		-
TU185E-7401	2580419	2581135	+	G185E-6530		-
TU185E-5320	384535	385149	+	G185E-4439		-
TU185E-7665	394111	394713	+	G185E-4452		-
TU185E-6284	2440332	2441720	-	G185E-6388	PWY-6629 ; PWY-6630 ; ARO-PWY ; PWY-6164	superpathway of L-tryptophan biosynthesis;superpathway of L-tyrosine biosynthesis;chorismate biosynthesis I;3-dehydroquinate biosynthesis I
TU185E-5688	1122222	1123598	-	G185E-5163	FOLSYN-PWY ; PWY-6612 ; PWY-6543	superpathway of tetrahydrofolate biosynthesis;superpathway of tetrahydrofolate biosynthesis and salvage;4-aminobenzoate biosynthesis
TU185E-6652	3168583	3173000	-	G185E-7111 ; G185E-7110 ; G185E-7109 ; G185E-7108	GLNSYN-PWY	-;L-glutamine biosynthesis I
TU185E-7017	4046303	4047496	-	G185E-7883		-
TU185E-5182	50021	51124	-	G185E-4160	PWY1G-0 ; PWY-2301 ; PWY-6580	
TU185E-7385	2734792	2736831	-	G185E-6669	PYRIDNUCSYN-PWY ; PWY-5653 ; PYRIDNUCSAL-PWY	NAD <i>de novo</i> biosynthesis I (from aspartate);NAD salvage pathway I (PNC VI cycle);NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
TU185E-5304	342130	351476	+	G185E-4409 ; G185E-4408 ; G185E-4407 ; G185E-4406 ; G185E-4405		-
TU185E-7649	528608	530230	+	G185E-4565		-
TU185E-6268	2404616	2405398	-	G185E-6353		-
TU185E-5672	1093361	1094356	-	G185E-5134		-
TU185E-6636	3123625	3126144	-	G185E-7068 ; G185E-7067 ; G185E-7066		-
TU185E-7001	4019262	4021383	+	G185E-7856 ; G185E-7855		-
TU185E-5166	23861	25444	-	G185E-4133		-
TU185E-7369	2894512	2894901	+	G185E-6812		-
TU185E-5288	298116	301655	-	G185E-4371 ; G185E-4370 ; G185E-4369		-
TU185E-7633	706324	706929	+	G185E-4749		-
TU185E-6252	2372630	2374457	+	G185E-6320 ; G185E-6319		-
TU185E-5656	1057300	1057530	-	G185E-5102	-	-
TU185E-6620	3093905	3094900	-	G185E-7035	P381-PWY ; PWY-5523 ; RIBOSYN2-PWY	5,6-dimethylbenzimidazole biosynthesis I (aerobic);flavin biosynthesis I (bacteria and plants);adenosylcobalamin biosynthesis II (aerobic)
TU185E-6985	3978059	3979498	+	G185E-7816		-
TU185E-7353	3015203	3015853	+	G185E-6948		-
TU185E-5272	266301	267764	-	G185E-4343		-
TU185E-7617	886719	887024	+	G185E-4942		-
TU185E-5269	253669	255950	-	G185E-4333 ; G185E-4332		-
TU185E-7614	899732	901330	-	G185E-4955	PWY-7622 ; PWY-6404 ; PWY-6317 ; PWY-7344 ; PWY-6397	D-galactose degradation I (Leloir pathway);UDP-&alpha;-D-galactofuranose biosynthesis;;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis
TU185E-6233	2338709	2342944	+	G185E-6290 ; G185E-6289 ; G185E-6288		-
TU185E-5637	1016236	1016685	+	G185E-5066		-
TU185E-6601	3062505	3064528	+	G185E-7000 ; G185E-6999 ; G185E-6998		-
TU185E-6966	3908072	3909738	+	G185E-7767 ; G185E-7766	PWY-7900 ; PWY-881 ; TREHALOSESYN-PWY ; TRESYN-PWY	glycogen biosynthesis III (from &alpha;-maltose 1-phosphate);trehalose biosynthesis II;;-
TU185E-7334	3196431	3196850	+	G185E-7139		-
TU185E-5253	214969	216224	+	G185E-4303 ; G185E-4302		-
TU185E-7598	968424	970244	-	G185E-5026		-
TU185E-6217	2289685	2291220	-	G185E-6248		-
TU185E-5621	980506	981267	-	G185E-5037		-
TU185E-6585	3030413	3030877	-	G185E-6966		-
TU185E-6950	3878659	3880070	-	G185E-7737 ; G185E-7736 ; G185E-7735		-
TU185E-7318	3363348	3363686	+	G185E-7262		-
TU185E-7582	1101025	1101480	-	G185E-5142		-
TU185E-6201	2249478	2251883	-	G185E-6207 ; G185E-6206		-
TU185E-5605	938112	940392	+	G185E-4997 ; G185E-4996		-
TU185E-6569	3007236	3009209	-	G185E-6938		-
TU185E-6934	3849294	3850139	-	G185E-7708		-
TU185E-7302	3474007	3475377	+	G185E-7370		-
TU185E-7566	1241115	1241390	-	G185E-5282		-
TU185E-6185	2230011	2230610	+	G185E-6186		-
TU185E-5589	914257	916311	-	G185E-4971		-
TU185E-6553	2980963	2981576	-	G185E-6909 ; G185E-6908		-
TU185E-5956	1717653	1719970	+	G185E-5712 ; G185E-5711		-
TU185E-6918	3820653	3821891	-	G185E-7679		-
