Locus	Name	Product	type	start	end	strand	snpEff_locus_id
Rv3387	Rv3387	Possible transposase	CDS	3800786	3801463	+	CDS_NC_000962.3_3800786_3801463
Rv3317	sdhD	Probable succinate dehydrogenase (hydrophobic membrane anchor subunit) SdhD (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)	CDS	3704437	3704871	+	CDS_NC_000962.3_3704437_3704871
Rv3334	Rv3334	Probable transcriptional regulatory protein (probably MerR-family)	CDS	3721257	3721697	+	CDS_NC_000962.3_3721257_3721697
Rv3352c	Rv3352c	Possible oxidoreductase	CDS	3768222	3768593	-	CDS_NC_000962.3_3768222_3768593
Rv3318	sdhA	Probable succinate dehydrogenase (flavoprotein subunit) SdhA (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)	CDS	3705000	3706772	+	CDS_NC_000962.3_3705000_3706772
Rv3319	sdhB	Probable succinate dehydrogenase (iron-sulphur protein subunit) SdhB (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)	CDS	3706772	3707563	+	CDS_NC_000962.3_3706772_3707563
Rv3320c	vapC44	Possible toxin VapC44. Contains PIN domain.	CDS	3707642	3708070	-	CDS_NC_000962.3_3707642_3708070
Rv3324A	Rv3324A	Probable fragment of pterin-4-alpha-carbinolamine dehydratase MOAB3 (PHS) (4-alpha-hydroxy-tetrahydropterin dehydratase) (pterin-4-a-carbinolamine dehydratase) (phenylalanine hydroxylase-stimulating protein) (PHS) (pterin carbinolamine dehydratase) (PCD)	CDS	3710245	3710379	-	CDS_NC_000962.3_3710245_3710379
Rv3326	Rv3326	Probable transposase	CDS	3710708	3711694	+	CDS_NC_000962.3_3710708_3711694
Rv3323c	moaX	Probable MoaD-MoaE fusion protein MoaX	CDS	3709049	3709714	-	CDS_NC_000962.3_3709049_3709714
Rv3329	Rv3329	Probable aminotransferase	CDS	3714392	3715708	+	CDS_NC_000962.3_3714392_3715708
Rv3350c	PPE56	PPE family protein PPE56	CDS	3755952	3767102	-	CDS_NC_000962.3_3755952_3767102
Rv3331	sugI	Probable sugar-transport integral membrane protein SugI	CDS	3717090	3718598	+	CDS_NC_000962.3_3717090_3718598
Rv3332	nagA	Probable N-acetylglucosamine-6-phosphate deacetylase NagA (GlcNAc 6-P deacetylase)	CDS	3718595	3719746	+	CDS_NC_000962.3_3718595_3719746
Rv3336c	trpS	Probable tryptophanyl-tRNA synthetase TrpS (tryptophan--tRNA ligase) (TRPRS) (tryptophan translase)	CDS	3722621	3723631	-	CDS_NC_000962.3_3722621_3723631
Rv3753c	Rv3753c	Conserved protein	CDS	4199721	4200221	-	CDS_NC_000962.3_4199721_4200221
Rv3338	Rv3338	Conserved hypothetical protein	CDS	3723904	3724548	+	CDS_NC_000962.3_3723904_3724548
Rv3353c	Rv3353c	Conserved hypothetical protein	CDS	3768736	3768996	-	CDS_NC_000962.3_3768736_3768996
Rv3371	Rv3371	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	CDS	3784932	3786272	+	CDS_NC_000962.3_3784932_3786272
Rv3541c	Rv3541c	Conserved protein	CDS	3980659	3981048	-	CDS_NC_000962.3_3980659_3981048
Rv3343c	PPE54	PPE family protein PPE54	CDS	3729364	3736935	-	CDS_NC_000962.3_3729364_3736935
Rv3341	metA	Probable homoserine O-acetyltransferase MetA (homoserine O-trans-acetylase) (homoserine transacetylase) (HTA)	CDS	3727488	3728627	+	CDS_NC_000962.3_3727488_3728627
Rv3422c	Rv3422c	Conserved hypothetical protein	CDS	3839691	3840197	-	CDS_NC_000962.3_3839691_3840197
Rv3345c	PE_PGRS50	PE-PGRS family protein PE_PGRS50	CDS	3738158	3742774	-	CDS_NC_000962.3_3738158_3742774
Rv3346c	Rv3346c	Conserved transmembrane protein	CDS	3743198	3743455	-	CDS_NC_000962.3_3743198_3743455
Rv3357	relJ	Antitoxin RelJ	CDS	3770773	3771048	+	CDS_NC_000962.3_3770773_3771048
Rv3358	relK	Toxin RelK	CDS	3771045	3771302	+	CDS_NC_000962.3_3771045_3771302
Rv3360	Rv3360	Conserved hypothetical protein	CDS	3772651	3773019	+	CDS_NC_000962.3_3772651_3773019
Rv3361c	Rv3361c	Conserved protein	CDS	3773016	3773567	-	CDS_NC_000962.3_3773016_3773567
Rv3365c	Rv3365c	Conserved protein	CDS	3774871	3777501	-	CDS_NC_000962.3_3774871_3777501
Rv3375	amiD	Probable amidase AmiD (acylamidase) (acylase)	CDS	3788621	3790048	+	CDS_NC_000962.3_3788621_3790048
Rv3367	PE_PGRS51	PE-PGRS family protein PE_PGRS51	CDS	3778568	3780334	+	CDS_NC_000962.3_3778568_3780334
Rv3368c	Rv3368c	Possible oxidoreductase	CDS	3780335	3780979	-	CDS_NC_000962.3_3780335_3780979
Rv3369	Rv3369	Conserved protein	CDS	3780978	3781412	+	CDS_NC_000962.3_3780978_3781412
Rv3383c	idsB	Possible polyprenyl synthetase IdsB (polyprenyl transferase) (polyprenyl diphosphate synthase)	CDS	3797437	3798489	-	CDS_NC_000962.3_3797437_3798489
Rv3374	echA18.1	Probable enoyl-CoA hydratase (fragment) EchA18.1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	CDS	3788368	3788616	+	CDS_NC_000962.3_3788368_3788616
Rv3389c	htdY	Probable 3-hydroxyacyl-thioester dehydratase HtdY	CDS	3803919	3804791	-	CDS_NC_000962.3_3803919_3804791
Rv3403c	Rv3403c	Hypothetical protein	CDS	3822262	3823863	-	CDS_NC_000962.3_3822262_3823863
Rv3380c	Rv3380c	Probable transposase	CDS	3795100	3796086	-	CDS_NC_000962.3_3795100_3796086
Rv3378c	Rv3378c	Diterpene synthase	CDS	3792358	3793248	-	CDS_NC_000962.3_3792358_3793248
Rv3384c	vapC46	Possible toxin VapC46. Contains PIN domain.	CDS	3799243	3799635	-	CDS_NC_000962.3_3799243_3799635
Rv3385c	vapB46	Possible antitoxin VapB46	CDS	3799635	3799943	-	CDS_NC_000962.3_3799635_3799943
Rv3386	Rv3386	Possible transposase	CDS	3800092	3800796	+	CDS_NC_000962.3_3800092_3800796
Rv3390	lpqD	Probable conserved lipoprotein LpqD	CDS	3804865	3805575	+	CDS_NC_000962.3_3804865_3805575
Rv3391	acrA1	Possible multi-functional enzyme with acyl-CoA-reductase activity AcrA1	CDS	3805621	3807573	+	CDS_NC_000962.3_3805621_3807573
Rv3404c	Rv3404c	Conserved hypothetical protein	CDS	3823880	3824584	-	CDS_NC_000962.3_3823880_3824584
Rv3595c	PE_PGRS59	PE-PGRS family protein PE_PGRS59	CDS	4036731	4038050	-	CDS_NC_000962.3_4036731_4038050
Rv3394c	Rv3394c	Conserved hypothetical protein	CDS	3809442	3811025	-	CDS_NC_000962.3_3809442_3811025
Rv3414c	sigD	Probable alternative RNA polymerase sigma-D factor SigD	CDS	3833038	3833676	-	CDS_NC_000962.3_3833038_3833676
Rv3434c	Rv3434c	Possible conserved transmembrane protein	CDS	3853215	3853928	-	CDS_NC_000962.3_3853215_3853928
Rv3398c	idsA1	Probable multifunctional geranylgeranyl pyrophosphate synthetase IdsA1 (GGPP synthetase) (ggppsase) (geranylgeranyl diphosphate synthase): dimethylallyltransferase (prenyltransferase) (geranyl-diphosphate synthase) + geranyltranstransferase (farnesyl-diphosphate synthase) (farnesyl-pyrophosphate synthetase) (farnesyl diphosphate synthetase) (FPP synthetase) + farnesyltranstransferase (geranylgeranyl-diphosphate synthase)	CDS	3815027	3816106	-	CDS_NC_000962.3_3815027_3816106
Rv3399	Rv3399	Possible S-adenosylmethionine-dependent methyltransferase	CDS	3816129	3817175	+	CDS_NC_000962.3_3816129_3817175
Rv3401	Rv3401	Conserved protein	CDS	3818042	3820402	+	CDS_NC_000962.3_3818042_3820402
Rv3405c	Rv3405c	Possible transcriptional regulatory protein	CDS	3824702	3825268	-	CDS_NC_000962.3_3824702_3825268
Rv3406	Rv3406	Probable dioxygenase	CDS	3825330	3826217	+	CDS_NC_000962.3_3825330_3826217
Rv3407	vapB47	Possible antitoxin VapB47	CDS	3826252	3826551	+	CDS_NC_000962.3_3826252_3826551
Rv3409c	choD	Cholesterol oxidase ChoD (cholesterol-O2 oxidoreductase)	CDS	3826991	3828727	-	CDS_NC_000962.3_3826991_3828727
Rv3427c	Rv3427c	Possible transposase	CDS	3843885	3844640	-	CDS_NC_000962.3_3843885_3844640
Rv3411c	guaB2	Probable inosine-5'-monophosphate dehydrogenase GuaB2 (imp dehydrogenase) (inosinic acid dehydrogenase) (inosinate dehydrogenase) (imp oxidoreductase) (inosine-5'-monophosphate oxidoreductase) (IMPDH) (IMPD)	CDS	3829930	3831519	-	CDS_NC_000962.3_3829930_3831519
Rv3412	Rv3412	Conserved hypothetical protein	CDS	3831726	3832136	+	CDS_NC_000962.3_3831726_3832136
Rv3413c	Rv3413c	Unknown alanine and proline rich protein	CDS	3832146	3833045	-	CDS_NC_000962.3_3832146_3833045
Rv3429	PPE59	PPE family protein PPE59	CDS	3847165	3847701	+	CDS_NC_000962.3_3847165_3847701
Rv3463	Rv3463	Conserved protein	CDS	3880907	3881764	+	CDS_NC_000962.3_3880907_3881764
Rv3433c	Rv3433c	Conserved protein	CDS	3851792	3853213	-	CDS_NC_000962.3_3851792_3853213
Rv3418c	groES	10 kDa chaperonin GroES (protein CPN10) (protein GroES) (BCG-a heat shock protein) (10 kDa antigen)	CDS	3836986	3837288	-	CDS_NC_000962.3_3836986_3837288
Rv3423c	alr	Alanine racemase Alr	CDS	3840194	3841420	-	CDS_NC_000962.3_3840194_3841420
Rv3420c	rimI	Ribosomal-protein-alanine acetyltransferase RimI (acetylating enzyme for N-terminal of ribosomal protein S18)	CDS	3838586	3839062	-	CDS_NC_000962.3_3838586_3839062
Rv3421c	Rv3421c	Conserved hypothetical protein	CDS	3839059	3839694	-	CDS_NC_000962.3_3839059_3839694
Rv3428c	Rv3428c	Possible transposase	CDS	3844738	3845970	-	CDS_NC_000962.3_3844738_3845970
Rv3430c	Rv3430c	Possible transposase	CDS	3847642	3848805	-	CDS_NC_000962.3_3847642_3848805
Rv3486	Rv3486	Conserved protein	CDS	3905772	3906221	+	CDS_NC_000962.3_3905772_3906221
Rv3435c	Rv3435c	Probable conserved transmembrane protein	CDS	3853939	3854793	-	CDS_NC_000962.3_3853939_3854793
Rv3438	Rv3438	Conserved protein	CDS	3857397	3858239	+	CDS_NC_000962.3_3857397_3858239
Rv3439c	Rv3439c	Conserved hypothetical alanine and proline rich protein	CDS	3858259	3859662	-	CDS_NC_000962.3_3858259_3859662
Rv3440c	Rv3440c	Hypothetical protein	CDS	3859665	3859976	-	CDS_NC_000962.3_3859665_3859976
Rv3533c	PPE62	PPE family protein PPE62	CDS	3970705	3972453	-	CDS_NC_000962.3_3970705_3972453
Rv3442c	rpsI	30S ribosomal protein S9 RpsI	CDS	3861495	3861950	-	CDS_NC_000962.3_3861495_3861950
Rv3444c	esxT	Putative ESAT-6 like protein EsxT	CDS	3862624	3862926	-	CDS_NC_000962.3_3862624_3862926
Rv3447c	eccC4	ESX conserved component EccC4. ESX-4 type VII secretion system protein. Probable membrane protein.	CDS	3864528	3868238	-	CDS_NC_000962.3_3864528_3868238
Rv3478	PPE60	PE family protein PPE60	CDS	3894426	3895607	+	CDS_NC_000962.3_3894426_3895607
Rv3448	eccD4	ESX conserved component EccD4. ESX-4 type VII secretion system protein. Probable integral membrane protein.	CDS	3868352	3869755	+	CDS_NC_000962.3_3868352_3869755
Rv3449	mycP4	Probable membrane-anchored mycosin MycP4 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-4)	CDS	3869752	3871119	+	CDS_NC_000962.3_3869752_3871119
Rv3529c	Rv3529c	Conserved hypothetical protein	CDS	3965884	3967038	-	CDS_NC_000962.3_3965884_3967038
Rv3597c	lsr2	Iron-regulated H-NS-like protein Lsr2	CDS	4040981	4041319	-	CDS_NC_000962.3_4040981_4041319
Rv3454	Rv3454	Probable conserved integral membrane protein	CDS	3874822	3876090	+	CDS_NC_000962.3_3874822_3876090
Rv3455c	truA	Probable tRNA pseudouridine synthase a TruA (pseudouridylate synthase I) (pseudouridine synthase I) (uracil hydrolyase)	CDS	3876052	3876822	-	CDS_NC_000962.3_3876052_3876822
Rv3456c	rplQ	50S ribosomal protein L17 RplQ	CDS	3876890	3877432	-	CDS_NC_000962.3_3876890_3877432
Rv3458c	rpsD	30S ribosomal protein S4 RpsD	CDS	3878659	3879264	-	CDS_NC_000962.3_3878659_3879264
Rv3490	otsA	Alpha, alpha-trehalose-phosphate synthase [UDP-forming] OtsA (trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase) (trehalosephosphate-UDP glucosyltransferase) (trehalose-6-phosphate synthetase) (trehalose-phosphate synthase) (trehalose-phosphate synthetase) (transglucosylase) (trehalosephosphate-UDP glucosyl transferase)	CDS	3908236	3909738	+	CDS_NC_000962.3_3908236_3909738
Rv3465	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase RmlC (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-L-rhamnose synthetase) (thymidine diphospho-4-keto-rhamnose 3,5-epimerase)	CDS	3882834	3883442	+	CDS_NC_000962.3_3882834_3883442
Rv3466	Rv3466	Conserved hypothetical protein	CDS	3883525	3884193	+	CDS_NC_000962.3_3883525_3884193
Rv3467	Rv3467	Conserved hypothetical protein	CDS	3883964	3884917	+	CDS_NC_000962.3_3883964_3884917
Rv3468c	Rv3468c	Possible dTDP-glucose 4,6-dehydratase	CDS	3884975	3886069	-	CDS_NC_000962.3_3884975_3886069
Rv3475	Rv3475	Possible transposase for insertion element IS6110 [second part]	CDS	3891105	3892091	+	CDS_NC_000962.3_3891105_3892091
Rv3470c	ilvB2	Probable acetolactate synthase (large subunit) IlvB2 (AHAS) (acetohydroxy-acid synthase large subunit) (ALS)	CDS	3887144	3888802	-	CDS_NC_000962.3_3887144_3888802
Rv3471c	Rv3471c	Conserved hypothetical protein	CDS	3888808	3889341	-	CDS_NC_000962.3_3888808_3889341
Rv3472	Rv3472	Conserved protein	CDS	3889362	3889868	+	CDS_NC_000962.3_3889362_3889868
Rv3482c	Rv3482c	Probable conserved membrane protein	CDS	3901324	3902106	-	CDS_NC_000962.3_3901324_3902106
Rv3474	Rv3474	Possible transposase for insertion element IS6110 (fragment)	CDS	3890830	3891156	+	CDS_NC_000962.3_3890830_3891156
Rv3479	Rv3479	Possible transmembrane protein	CDS	3895820	3898885	+	CDS_NC_000962.3_3895820_3898885
Rv3480c	Rv3480c	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	CDS	3898909	3900402	-	CDS_NC_000962.3_3898909_3900402
Rv3484	cpsA	Possible conserved protein CpsA	CDS	3903078	3904616	+	CDS_NC_000962.3_3903078_3904616
Rv3485c	Rv3485c	Probable short-chain type dehydrogenase/reductase	CDS	3904622	3905566	-	CDS_NC_000962.3_3904622_3905566
Rv3492c	Rv3492c	Conserved hypothetical Mce associated protein	CDS	3910465	3910947	-	CDS_NC_000962.3_3910465_3910947
Rv3519	Rv3519	Unknown protein	CDS	3955550	3956260	+	CDS_NC_000962.3_3955550_3956260
Rv3542c	Rv3542c	Conserved hypothetical protein	CDS	3981045	3981980	-	CDS_NC_000962.3_3981045_3981980
Rv3488	Rv3488	Conserved hypothetical protein	CDS	3907667	3907990	+	CDS_NC_000962.3_3907667_3907990
Rv3494c	mce4F	Mce-family protein Mce4F	CDS	3911675	3913369	-	CDS_NC_000962.3_3911675_3913369
Rv3495c	lprN	Possible Mce-family lipoprotein LprN (Mce-family lipoprotein Mce4E)	CDS	3913380	3914534	-	CDS_NC_000962.3_3913380_3914534
Rv3554	fdxB	Possible electron transfer protein FdxB	CDS	3992685	3994742	+	CDS_NC_000962.3_3992685_3994742
Rv3497c	mce4C	Mce-family protein Mce4C	CDS	3915883	3916956	-	CDS_NC_000962.3_3915883_3916956
Rv3498c	mce4B	Mce-family protein Mce4B	CDS	3916946	3917998	-	CDS_NC_000962.3_3916946_3917998
Rv3499c	mce4A	Mce-family protein Mce4A	CDS	3917998	3919200	-	CDS_NC_000962.3_3917998_3919200
Rv3500c	yrbE4B	Conserved integral membrane protein YrbE4B. Possible ABC transporter.	CDS	3919220	3920062	-	CDS_NC_000962.3_3919220_3920062
Rv3632	Rv3632	Possible conserved membrane protein	CDS	4071236	4071580	+	CDS_NC_000962.3_4071236_4071580
Rv3503c	fdxD	Probable ferredoxin FdxD	CDS	3922065	3922256	-	CDS_NC_000962.3_3922065_3922256
Rv3504	fadE26	Probable acyl-CoA dehydrogenase FadE26	CDS	3922471	3923673	+	CDS_NC_000962.3_3922471_3923673
Rv3560c	fadE30	Probable acyl-CoA dehydrogenase FadE30	CDS	4000432	4001589	-	CDS_NC_000962.3_4000432_4001589
Rv3746c	PE34	Probable PE family protein PE34 (PE family-related protein)	CDS	4196171	4196506	-	CDS_NC_000962.3_4196171_4196506
Rv3507	PE_PGRS53	PE-PGRS family protein PE_PGRS53	CDS	3926569	3930714	+	CDS_NC_000962.3_3926569_3930714
Rv3508	PE_PGRS54	PE-PGRS family protein PE_PGRS54	CDS	3931005	3936710	+	CDS_NC_000962.3_3931005_3936710
Rv3511	PE_PGRS55	PE-PGRS family protein PE_PGRS55	CDS	3939617	3941761	+	CDS_NC_000962.3_3939617_3941761
Rv3510c	Rv3510c	Conserved protein	CDS	3938421	3939257	-	CDS_NC_000962.3_3938421_3939257
Rv3513c	fadD18	Probable fatty-acid-CoA ligase FadD18 (fragment) (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	CDS	3945092	3945748	-	CDS_NC_000962.3_3945092_3945748
Rv3524	Rv3524	Probable conserved membrane protein	CDS	3960755	3961786	+	CDS_NC_000962.3_3960755_3961786
Rv3532	PPE61	PPE family protein PPE61	CDS	3969343	3970563	+	CDS_NC_000962.3_3969343_3970563
Rv3577	Rv3577	Conserved hypothetical protein	CDS	4019262	4020128	+	CDS_NC_000962.3_4019262_4020128
Rv3514	PE_PGRS57	PE-PGRS family protein PE_PGRS57	CDS	3945794	3950263	+	CDS_NC_000962.3_3945794_3950263
Rv3515c	fadD19	Fatty-acid-CoA ligase FadD19 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	CDS	3950824	3952470	-	CDS_NC_000962.3_3950824_3952470
Rv3516	echA19	Possible enoyl-CoA hydratase EchA19 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	CDS	3952544	3953335	+	CDS_NC_000962.3_3952544_3953335
Rv3517	Rv3517	Conserved hypothetical protein	CDS	3953431	3954270	+	CDS_NC_000962.3_3953431_3954270
Rv3518c	cyp142	Probable cytochrome P450 monooxygenase 142 Cyp142	CDS	3954325	3955521	-	CDS_NC_000962.3_3954325_3955521
Rv3520c	Rv3520c	Possible coenzyme F420-dependent oxidoreductase	CDS	3956325	3957368	-	CDS_NC_000962.3_3956325_3957368
Rv3530c	Rv3530c	Possible oxidoreductase	CDS	3967038	3967820	-	CDS_NC_000962.3_3967038_3967820
Rv3525c	Rv3525c	Possible siderophore-binding protein	CDS	3961800	3962324	-	CDS_NC_000962.3_3961800_3962324
Rv3531c	Rv3531c	Hypothetical protein	CDS	3967817	3968944	-	CDS_NC_000962.3_3967817_3968944
Rv3540c	ltp2	Probable lipid transfer protein or keto acyl-CoA thiolase Ltp2	CDS	3979499	3980659	-	CDS_NC_000962.3_3979499_3980659
Rv3587c	Rv3587c	Probable conserved membrane protein	CDS	4028968	4029762	-	CDS_NC_000962.3_4028968_4029762
Rv3535c	hsaG	Probable acetaldehyde dehydrogenase (acetaldehyde dehydrogenase [acetylating])	CDS	3973589	3974500	-	CDS_NC_000962.3_3973589_3974500
Rv3748	Rv3748	Conserved hypothetical protein	CDS	4197236	4197595	+	CDS_NC_000962.3_4197236_4197595
Rv3752c	Rv3752c	Possible cytidine/deoxycytidylate deaminase	CDS	4199247	4199705	-	CDS_NC_000962.3_4199247_4199705
Rv3537	kstD	Probable dehydrogenase	CDS	3975369	3977060	+	CDS_NC_000962.3_3975369_3977060
Rv3539	PPE63	PPE family protein PPE63	CDS	3978059	3979498	+	CDS_NC_000962.3_3978059_3979498
Rv3550	echA20	Probable enoyl-CoA hydratase EchA20 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	CDS	3989153	3989896	+	CDS_NC_000962.3_3989153_3989896
Rv3546	fadA5	Probable acetyl-CoA acetyltransferase FadA5 (acetoacetyl-CoA thiolase)	CDS	3985557	3986732	+	CDS_NC_000962.3_3985557_3986732
Rv3547	ddn	Deazaflavin-dependent nitroreductase Ddn	CDS	3986844	3987299	+	CDS_NC_000962.3_3986844_3987299
Rv3548c	Rv3548c	Probable short-chain type dehydrogenase/reductase	CDS	3987382	3988296	-	CDS_NC_000962.3_3987382_3988296
Rv3588c	canB	Beta-carbonic anhydrase CanB	CDS	4029871	4030494	-	CDS_NC_000962.3_4029871_4030494
Rv3549c	Rv3549c	Probable short-chain type dehydrogenase/reductase	CDS	3988319	3989098	-	CDS_NC_000962.3_3988319_3989098
Rv3551	Rv3551	Possible CoA-transferase (alpha subunit)	CDS	3989896	3990774	+	CDS_NC_000962.3_3989896_3990774
Rv3552	Rv3552	Possible CoA-transferase (beta subunit)	CDS	3990771	3991523	+	CDS_NC_000962.3_3990771_3991523
Rv3557c	Rv3557c	Transcriptional regulatory protein (probably TetR-family)	CDS	3997029	3997631	-	CDS_NC_000962.3_3997029_3997631
Rv3559c	Rv3559c	Probable oxidoreductase	CDS	3999647	4000435	-	CDS_NC_000962.3_3999647_4000435
Rv3562	fadE31	Probable acyl-CoA dehydrogenase FadE31	CDS	4003161	4004294	+	CDS_NC_000962.3_4003161_4004294
Rv3570c	hsaA	Possible oxidoreductase. Possible 3-hydroxy-9,10-seconandrost-1,3,5(10)-triene-9,17-dione hydroxylase.	CDS	4011086	4012270	-	CDS_NC_000962.3_4011086_4012270
Rv3610c	ftsH	Membrane-bound protease FtsH (cell division protein)	CDS	4050601	4052883	-	CDS_NC_000962.3_4050601_4052883
Rv3566c	nat	Arylamine N-acetyltransferase Nat (arylamine acetylase)	CDS	4007331	4008182	-	CDS_NC_000962.3_4007331_4008182
Rv3567c	hsaB	Possible oxidoreductase. Possible 3-hydroxy-9,10-seconandrost-1,3,5(10)-triene-9,17-dione hydroxylase.	CDS	4008719	4009282	-	CDS_NC_000962.3_4008719_4009282
Rv3568c	hsaC	3,4-DHSA dioxygenase	CDS	4009297	4010199	-	CDS_NC_000962.3_4009297_4010199
Rv3574	kstR	Transcriptional regulatory protein KstR (probably TetR-family)	CDS	4016484	4017083	+	CDS_NC_000962.3_4016484_4017083
Rv3575c	Rv3575c	Transcriptional regulatory protein (probably LacI-family)	CDS	4017089	4018168	-	CDS_NC_000962.3_4017089_4018168
Rv3576	lppH	Possible conserved lipoprotein LppH	CDS	4018358	4019071	+	CDS_NC_000962.3_4018358_4019071
Rv3611	Rv3611	Hypothetical arginine and proline rich protein	CDS	4052950	4053603	+	CDS_NC_000962.3_4052950_4053603
Rv3579c	Rv3579c	Possible tRNA/rRNA methyltransferase	CDS	4021425	4022393	-	CDS_NC_000962.3_4021425_4022393
Rv3580c	cysS1	Cysteinyl-tRNA synthetase 1 CysS1 (cysteine--tRNA ligase 1) (CYSRS 1) (cysteine translase)	CDS	4022394	4023803	-	CDS_NC_000962.3_4022394_4023803
Rv3604c	Rv3604c	Probable conserved transmembrane protein rich in alanine and arginine and proline	CDS	4046303	4047496	-	CDS_NC_000962.3_4046303_4047496
Rv3583c	Rv3583c	Possible transcription factor	CDS	4025056	4025544	-	CDS_NC_000962.3_4025056_4025544
Rv3584	lpqE	Possible conserved lipoprotein LpqE	CDS	4025830	4026378	+	CDS_NC_000962.3_4025830_4026378
Rv3585	radA	DNA repair protein RadA (DNA repair protein SMS)	CDS	4026444	4027886	+	CDS_NC_000962.3_4026444_4027886
Rv3635	Rv3635	Probable conserved transmembrane protein	CDS	4073634	4075409	+	CDS_NC_000962.3_4073634_4075409
Rv3590c	PE_PGRS58	PE-PGRS family protein PE_PGRS58	CDS	4031404	4033158	-	CDS_NC_000962.3_4031404_4033158
Rv3586	Rv3586	Conserved hypothetical protein	CDS	4027891	4028967	+	CDS_NC_000962.3_4027891_4028967
Rv3591c	Rv3591c	Possible hydrolase	CDS	4033269	4034042	-	CDS_NC_000962.3_4033269_4034042
Rv3592	mhuD	Possible heme degrading protein MhuD	CDS	4034057	4034374	+	CDS_NC_000962.3_4034057_4034374
