Transcription-Units	Transcription units - binding sites	Transcription units - promoter of operon	Sequence - coordinates of DNA region	Genes of transcription unit	Ontology -  all instances of class	Ontology - all ancestors of entity	Ontology - all subclasses of class	Regulation - regulator proteins of transcription unit	Transcription units - regulators of operon	Names	Object ID	Direction	Left-End-Position	Citations	Data-Source
TU185E-7591			[TU185E-7591 1,045,199 &larr; 1,046,020]	G185E-5092		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7591	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282591:fulcher	
TU185E-6210			[TU185E-6210 2,266,805 &larr; 2,268,108]	G185E-6225 // G185E-6224 // G185E-6223		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6210	-		:EV-COMP-AINF:3743282524:fulcher	
TU185E-5614			[TU185E-5614 964,312 &larr; 965,535]	G185E-5021		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5614	-		:EV-COMP-AINF:3743282495:fulcher	
TU185E-6578			[TU185E-6578 3,022,461 &rarr; 3,023,432]	G185E-6958		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6578	+		:EV-COMP-AINF:3743282542:fulcher	
TU185E-6943			[TU185E-6943 3,868,352 &rarr; 3,871,119]	G185E-7726 // G185E-7725		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6943	+		:EV-COMP-AINF:3743282560:fulcher	
TU185E-7311			[TU185E-7311 3,394,019 &larr; 3,394,921]	G185E-7295		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7311	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282578:fulcher	
TU185E-7575			[TU185E-7575 1,168,704 &larr; 1,169,228]	G185E-5206		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7575	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282590:fulcher	
TU185E-6194			[TU185E-6194 2,239,004 &rarr; 2,239,957]	G185E-6198		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6194	+		:EV-COMP-AINF:3743282523:fulcher	
TU185E-5598			[TU185E-5598 923,999 &rarr; 924,286]	G185E-4985 // G185E-4984 // G185E-4983		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5598	+		:EV-COMP-AINF:3743282494:fulcher	
TU185E-6562			[TU185E-6562 2,991,184 &larr; 2,995,062]	G185E-6926 // G185E-6925 // G185E-6924 // G185E-6923		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6562	-		:EV-COMP-AINF:3743282541:fulcher	
TU185E-5965			[TU185E-5965 1,739,856 &rarr; 1,741,247]	G185E-5725		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5965	+		:EV-COMP-AINF:3743282512:fulcher	
TU185E-6927			[TU185E-6927 3,837,555 &larr; 3,841,420]	G185E-7700 // G185E-7699 // G185E-7698 // G185E-7697 // G185E-7696		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6927	-		:EV-COMP-AINF:3743282559:fulcher	
TU185E-7295			[TU185E-7295 3,502,945 &larr; 3,503,277]	G185E-7401		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7295	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282577:fulcher	
TU185E-7559			[TU185E-7559 1,276,300 &larr; 1,277,748]	G185E-5315		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7559	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282590:fulcher	
TU185E-6178			[TU185E-6178 2,220,908 &rarr; 2,221,756]	G185E-6177		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6178	+		:EV-COMP-AINF:3743282522:fulcher	
TU185E-5582			[TU185E-5582 905,234 &larr; 906,340]	G185E-4960		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5582	-		:EV-COMP-AINF:3743282494:fulcher	
TU185E-6546			[TU185E-6546 2,969,753 &rarr; 2,970,013]	G185E-6892 // G185E-6891 // G185E-6890		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6546	+		:EV-COMP-AINF:3743282540:fulcher	
TU185E-5949			[TU185E-5949 1,699,866 &rarr; 1,701,093]	G185E-5697 // G185E-5696		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5949	+		:EV-COMP-AINF:3743282511:fulcher	
TU185E-6911			[TU185E-6911 3,801,653 &rarr; 3,803,848]	G185E-7664		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6911	+		:EV-COMP-AINF:3743282558:fulcher	
TU185E-7279			[TU185E-7279 3,593,804 &larr; 3,594,235]	G185E-7488		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7279	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282576:fulcher	
TU185E-7543			[TU185E-7543 1,354,498 &larr; 1,355,661]	G185E-5382		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7543	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282589:fulcher	
TU185E-6162			[TU185E-6162 2,174,067 &rarr; 2,176,513]	G185E-6120 // G185E-6119		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6162	+		:EV-COMP-AINF:3743282522:fulcher	
TU185E-5566			[TU185E-5566 870,008 &rarr; 872,675]	G185E-4926 // G185E-4925		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5566	+		:EV-COMP-AINF:3743282493:fulcher	
TU185E-6530			[TU185E-6530 2,953,507 &larr; 2,954,748]	G185E-6871		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6530	-		:EV-COMP-AINF:3743282539:fulcher	
TU185E-5933			[TU185E-5933 1,666,204 &rarr; 1,666,764]	G185E-5660		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5933	+		:EV-COMP-AINF:3743282511:fulcher	
TU185E-6895			[TU185E-6895 3,770,773 &rarr; 3,771,302]	G185E-7634 // G185E-7633		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6895	+		:EV-COMP-AINF:3743282557:fulcher	
TU185E-7263			[TU185E-7263 3,780,335 &larr; 3,780,979]	G185E-7644		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7263	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282575:fulcher	
TU185E-7527			[TU185E-7527 1,541,020 &rarr; 1,541,805]	G185E-5550		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7527	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282588:fulcher	
TU185E-6146			[TU185E-6146 2,139,076 &larr; 2,139,687]	G185E-6086		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6146	-		:EV-COMP-AINF:3743282521:fulcher	
TU185E-5550			[TU185E-5550 835,154 &rarr; 838,052]	G185E-4891 // G185E-4890		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5550	+		:EV-COMP-AINF:3743282492:fulcher	
TU185E-6514			[TU185E-6514 2,921,551 &rarr; 2,923,182]	G185E-6833		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6514	+		:EV-COMP-AINF:3743282539:fulcher	
TU185E-5917			[TU185E-5917 1,608,083 &rarr; 1,611,270]	G185E-5615 // G185E-5614		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5917	+		:EV-COMP-AINF:3743282510:fulcher	
TU185E-6879			[TU185E-6879 3,715,777 &rarr; 3,716,994]	G185E-7606		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6879	+		:EV-COMP-AINF:3743282556:fulcher	
TU185E-7247			[TU185E-7247 3,905,772 &rarr; 3,906,221]	G185E-7763		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7247	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282574:fulcher	
TU185E-7511			[TU185E-7511 1,639,674 &larr; 1,640,660]	G185E-5637		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7511	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282587:fulcher	
TU185E-6130			[TU185E-6130 2,113,140 &rarr; 2,115,476]	G185E-6061		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6130	+		:EV-COMP-AINF:3743282520:fulcher	
TU185E-5534			[TU185E-5534 811,373 &rarr; 812,812]	G185E-4861 // G185E-4860 // G185E-4859 // G185E-4858		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5534	+		:EV-COMP-AINF:3743282491:fulcher	
TU185E-6498			[TU185E-6498 2,877,831 &rarr; 2,878,541]	G185E-6798		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6498	+		:EV-COMP-AINF:3743282538:fulcher	
TU185E-5902			[TU185E-5902 1,572,127 &larr; 1,573,857]	G185E-5579		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5902	-		:EV-COMP-AINF:3743282509:fulcher	
TU185E-6863			[TU185E-6863 3,676,066 &rarr; 3,676,731]	G185E-7569		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6863	+		:EV-COMP-AINF:3743282556:fulcher	
TU185E-7231			[TU185E-7231 4,052,950 &rarr; 4,053,603]	G185E-7890		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7231	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282574:fulcher	
TU185E-7495			[TU185E-7495 1,840,572 &larr; 1,842,242]	G185E-5824		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7495	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282586:fulcher	
TU185E-6114			[TU185E-6114 2,075,877 &rarr; 2,078,702]	G185E-6027		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6114	+		:EV-COMP-AINF:3743282519:fulcher	
TU185E-5518			[TU185E-5518 782,485 &rarr; 784,590]	G185E-4827		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5518	+		:EV-COMP-AINF:3743282491:fulcher	
TU185E-6482			[TU185E-6482 2,838,129 &larr; 2,839,930]	G185E-6761 // G185E-6760		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6482	-		:EV-COMP-AINF:3743282537:fulcher	
TU185E-5886			[TU185E-5886 1,532,443 &larr; 1,533,633]	G185E-5541		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5886	-		:EV-COMP-AINF:3743282508:fulcher	
TU185E-6847			[TU185E-6847 3,638,811 &larr; 3,639,302]	G185E-7532		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6847	-		:EV-COMP-AINF:3743282555:fulcher	
TU185E-7215			[TU185E-7215 4,180,680 &larr; 4,181,720]	G185E-8020		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7215	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282573:fulcher	
TU185E-7479			[TU185E-7479 1,993,153 &rarr; 1,994,661]	G185E-5955		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7479	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282586:fulcher	
TU185E-6098			[TU185E-6098 2,052,933 &rarr; 2,053,289]	G185E-6005		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6098	+		:EV-COMP-AINF:3743282519:fulcher	
TU185E-5502			[TU185E-5502 748,276 &rarr; 749,241]	G185E-4795 // G185E-4794		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5502	+		:EV-COMP-AINF:3743282490:fulcher	
TU185E-6466			[TU185E-6466 2,795,301 &larr; 2,797,385]	G185E-6723		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6466	-		:EV-COMP-AINF:3743282536:fulcher	
TU185E-5870			[TU185E-5870 1,487,161 &rarr; 1,488,075]	G185E-5503		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5870	+		:EV-COMP-AINF:3743282508:fulcher	
TU185E-6831			[TU185E-6831 3,605,751 &larr; 3,607,034]	G185E-7503		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6831	-		:EV-COMP-AINF:3743282554:fulcher	
TU185E-7199			[TU185E-7199 4,306,236 &larr; 4,306,811]	G185E-8128		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7199	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282572:fulcher	
TU185E-7463			[TU185E-7463 2,159,921 &larr; 2,160,328]	G185E-6111		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7463	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282585:fulcher	
TU185E-6082			[TU185E-6082 2,029,904 &rarr; 2,030,203]	G185E-5986		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6082	+		:EV-COMP-AINF:3743282518:fulcher	
TU185E-5486			[TU185E-5486 718,025 &rarr; 718,689]	G185E-4765 // G185E-4764		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5486	+		:EV-COMP-AINF:3743282489:fulcher	
TU185E-6450			[TU185E-6450 2,763,891 &larr; 2,765,404]	G185E-6695 // G185E-6694		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6450	-		:EV-COMP-AINF:3743282535:fulcher	
TU185E-5854			[TU185E-5854 1,455,163 &rarr; 1,455,405]	G185E-5472		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5854	+		:EV-COMP-AINF:3743282507:fulcher	
TU185E-6815			[TU185E-6815 3,572,602 &larr; 3,573,669]	G185E-7470		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6815	-		:EV-COMP-AINF:3743282554:fulcher	
TU185E-7183			[TU185E-7183 4,391,097 &larr; 4,393,073]	G185E-8205 // G185E-8204		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7183	-		:EV-COMP-AINF:3743282572:fulcher	
TU185E-7447			[TU185E-7447 2,258,854 &larr; 2,259,285]	G185E-6213		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7447	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282584:fulcher	
TU185E-6066			[TU185E-6066 1,996,152 &rarr; 1,997,413]	G185E-5959 // G185E-5958		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6066	+		:EV-COMP-AINF:3743282517:fulcher	
TU185E-5470			[TU185E-5470 698,524 &larr; 698,994]	G185E-4736		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5470	-		:EV-COMP-AINF:3743282489:fulcher	
TU185E-6434			[TU185E-6434 2,727,967 &larr; 2,728,266]	G185E-6662		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6434	-		:EV-COMP-AINF:3743282535:fulcher	
TU185E-5838			[TU185E-5838 1,418,579 &larr; 1,418,953]	G185E-5441		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5838	-		:EV-COMP-AINF:3743282506:fulcher	
TU185E-6799			[TU185E-6799 3,545,447 &rarr; 3,546,307]	G185E-7442		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6799	+		:EV-COMP-AINF:3743282553:fulcher	
TU185E-7167			[TU185E-7167 4,353,010 &rarr; 4,356,542]	G185E-8175 // G185E-8174		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7167	+		:EV-COMP-AINF:3743282571:fulcher	
TU185E-7431			[TU185E-7431 2,378,386 &rarr; 2,379,222]	G185E-6325		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7431	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282583:fulcher	
TU185E-6050			[TU185E-6050 1,961,291 &larr; 1,961,788]	G185E-5930		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6050	-		:EV-COMP-AINF:3743282516:fulcher	
TU185E-5454			[TU185E-5454 657,548 &larr; 658,039]	G185E-4699		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5454	-		:EV-COMP-AINF:3743282488:fulcher	
TU185E-6418			[TU185E-6418 2,700,535 &larr; 2,703,248]	G185E-6634 // G185E-6633		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6418	-		:EV-COMP-AINF:3743282534:fulcher	
TU185E-5822			[TU185E-5822 1,387,798 &larr; 1,388,628]	G185E-5416		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5822	-		:EV-COMP-AINF:3743282505:fulcher	
TU185E-6783			[TU185E-6783 3,501,334 &rarr; 3,501,732]	G185E-7399		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6783	+		:EV-COMP-AINF:3743282552:fulcher	
TU185E-7151			[TU185E-7151 4,318,775 &rarr; 4,319,640]	G185E-8143 // G185E-8142		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7151	+		:EV-COMP-AINF:3743282570:fulcher	
TU185E-6034			[TU185E-6034 1,927,211 &larr; 1,928,575]	G185E-5893		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6034	-		:EV-COMP-AINF:3743282515:fulcher	
TU185E-5438			[TU185E-5438 630,040 &rarr; 631,686]	G185E-4671		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5438	+		:EV-COMP-AINF:3743282487:fulcher	
TU185E-6402			[TU185E-6402 2,654,062 &larr; 2,655,093]	G185E-6600		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6402	-		:EV-COMP-AINF:3743282533:fulcher	
TU185E-5806			[TU185E-5806 1,354,243 &rarr; 1,354,470]	G185E-5381		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5806	+		:EV-COMP-AINF:3743282504:fulcher	
TU185E-6767			[TU185E-6767 3,464,547 &rarr; 3,465,686]	G185E-7358		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6767	+		:EV-COMP-AINF:3743282551:fulcher	
TU185E-7135			[TU185E-7135 4,273,739 &rarr; 4,274,593]	G185E-8106		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7135	+		:EV-COMP-AINF:3743282569:fulcher	
TU185E-6018			[TU185E-6018 1,891,226 &rarr; 1,892,287]	G185E-5855		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6018	+		:EV-COMP-AINF:3743282515:fulcher	
TU185E-5422			[TU185E-5422 595,464 &larr; 596,585]	G185E-4637		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5422	-		:EV-COMP-AINF:3743282486:fulcher	
TU185E-6386			[TU185E-6386 2,625,888 &larr; 2,626,172]	G185E-6572		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6386	-		:EV-COMP-AINF:3743282533:fulcher	
TU185E-5790			[TU185E-5790 1,313,725 &rarr; 1,321,453]	G185E-5351 // G185E-5350 // G185E-5349		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5790	+		:EV-COMP-AINF:3743282504:fulcher	
TU185E-6751			[TU185E-6751 3,423,262 &larr; 3,425,427]	G185E-7322		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6751	-		:EV-COMP-AINF:3743282551:fulcher	
TU185E-7119			[TU185E-7119 4,216,404 &larr; 4,216,730]	G185E-8064		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7119	-		:EV-COMP-AINF:3743282568:fulcher	
TU185E-6002			[TU185E-6002 1,828,015 &larr; 1,828,088]	G185E-5814		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6002	-		:EV-COMP-AINF:3743282514:fulcher	
TU185E-5406			[TU185E-5406 569,988 &larr; 570,512]	G185E-4609		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5406	-		:EV-COMP-AINF:3743282486:fulcher	
TU185E-6370			[TU185E-6370 2,597,009 &larr; 2,599,947]	G185E-6550 // G185E-6549		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6370	-		:EV-COMP-AINF:3743282532:fulcher	
TU185E-5774			[TU185E-5774 1,272,423 &rarr; 1,274,767]	G185E-5313 // G185E-5312		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5774	+		:EV-COMP-AINF:3743282503:fulcher	
TU185E-6735			[TU185E-6735 3,393,380 &rarr; 3,393,928]	G185E-7294		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6735	+		:EV-COMP-AINF:3743282550:fulcher	
TU185E-7103			[TU185E-7103 4,195,886 &larr; 4,196,098]	G185E-8035		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7103	-		:EV-COMP-AINF:3743282568:fulcher	
TU185E-5986			[TU185E-5986 1,786,584 &larr; 1,788,505]	G185E-5774 // G185E-5773		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5986	-		:EV-COMP-AINF:3743282513:fulcher	
TU185E-5390			[TU185E-5390 547,586 &larr; 549,607]	G185E-4584		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5390	-		:EV-COMP-AINF:3743282485:fulcher	
TU185E-6354			[TU185E-6354 2,573,813 &rarr; 2,574,055]	G185E-6520		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6354	+		:EV-COMP-AINF:3743282531:fulcher	
TU185E-5758			[TU185E-5758 1,238,255 &rarr; 1,239,328]	G185E-5277		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5758	+		:EV-COMP-AINF:3743282502:fulcher	
TU185E-6719			[TU185E-6719 3,356,815 &rarr; 3,357,276]	G185E-7255		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6719	+		:EV-COMP-AINF:3743282549:fulcher	
TU185E-7087			[TU185E-7087 4,169,467 &rarr; 4,169,709]	G185E-8013		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7087	+		:EV-COMP-AINF:3743282567:fulcher	
TU185E-5374			[TU185E-5374 516,017 &larr; 518,396]	G185E-4554 // G185E-4553 // G185E-4552		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5374	-		:EV-COMP-AINF:3743282484:fulcher	
TU185E-7719			[TU185E-7719 41,304 &rarr; 41,912]	G185E-4152		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7719	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282597:fulcher	
TU185E-6338			[TU185E-6338 2,546,883 &rarr; 2,548,939]	G185E-6494 // G185E-6493		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6338	+		:EV-COMP-AINF:3743282530:fulcher	
TU185E-5742			[TU185E-5742 1,214,513 &rarr; 1,214,947]	G185E-5251		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5742	+		:EV-COMP-AINF:3743282501:fulcher	
TU185E-6703			[TU185E-6703 3,318,901 &larr; 3,319,467]	G185E-7220		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6703	-		:EV-COMP-AINF:3743282548:fulcher	
TU185E-7071			[TU185E-7071 4,139,805 &larr; 4,140,463]	G185E-7983 // G185E-7982		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7071	-		:EV-COMP-AINF:3743282566:fulcher	
TU185E-5236			[TU185E-5236 171,215 &rarr; 172,168]	G185E-4262		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5236	+		:EV-COMP-AINF:3743282478:fulcher	
TU185E-5358			[TU185E-5358 474,940 &rarr; 475,742]	G185E-4520 // G185E-4519		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5358	+		:EV-COMP-AINF:3743282483:fulcher	
TU185E-7703			[TU185E-7703 163,366 &rarr; 164,691]	G185E-4253		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7703	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282597:fulcher	
TU185E-6322			[TU185E-6322 2,523,241 &larr; 2,525,354]	G185E-6466 // G185E-6465		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6322	-		:EV-COMP-AINF:3743282530:fulcher	
TU185E-5726			[TU185E-5726 1,188,421 &larr; 1,190,424]	G185E-5229		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5726	-		:EV-COMP-AINF:3743282501:fulcher	
TU185E-6690			[TU185E-6690 3,288,464 &rarr; 3,290,235]	G185E-7197 // G185E-7196		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6690	+		:EV-COMP-AINF:3743282547:fulcher	
TU185E-7055			[TU185E-7055 4,114,474 &larr; 4,115,894]	G185E-7957 // G185E-7956		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7055	-		:EV-COMP-AINF:3743282565:fulcher	
TU185E-5220			[TU185E-5220 136,289 &rarr; 137,245]	G185E-4229		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5220	+		:EV-COMP-AINF:3743282477:fulcher	
